web_date,type,desc_title,proposal_id,proposal_link,period,proposal_filename
08.07.2008,A,Beendigung der XXIII. Gesetzgebungsperiode des Nationalrates,262/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00262/index.shtml,XXIII,XXIII_262A
08.07.2008,A,"Parteiengesetz, Klubfinanzierungsgesetz u.a., Änderung",60/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00060/index.shtml,XXIII,XXIII_60A
08.07.2008,A,"Schulorganisationsgesetz, Änderung",32/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00032/index.shtml,XXIII,XXIII_32A
08.07.2008,A,"Parteiengesetz, Änderung",15/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00015/index.shtml,XXIII,XXIII_15A
08.07.2008,A,"Schulorganisationsgesetz, Änderung",2/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00002/index.shtml,XXIII,XXIII_2A
08.07.2008,A,"Universitätsgesetz, Änderung",1/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00001/index.shtml,XXIII,XXIII_1A
07.07.2008,RV,Struktur-Änderungsgesetz für die Krankenversicherung und die Organisation der Sozialversicherung – SV-StrÄG,605 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00605/index.shtml,XXIII,XXIII_605dB
06.07.2008,BUA,"Normverbrauchsabgabegesetz, Änderung",180 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00180/index.shtml,XXIII,XXIII_180dB
06.07.2008,A,"Ausfuhrförderungsgesetz, Änderung",251/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00251/index.shtml,XXIII,XXIII_251A
03.07.2008,A,"Förderung von Kunst und kultureller Vielfalt; Kunstförderungsgesetz, Aufhebung",336/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00336/index.shtml,XXIII,XXIII_336A
03.07.2008,A,"Öffentliches Personennah- und Regionalverkehrsgesetz, Änderung; Bestellerförderung des Bundes",59/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00059/index.shtml,XXIII,XXIII_59A
02.07.2008,A,"Universitätsgesetz 2002, Änderung",587/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00587/index.shtml,XXIII,XXIII_587A
02.07.2008,A,"Universitätsgesetz, Änderung",495/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00495/index.shtml,XXIII,XXIII_495A
02.07.2008,A,"Universitätsgesetz, Änderung",494/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00494/index.shtml,XXIII,XXIII_494A
19.06.2008,BUA,"Reisegebührenvorschrift 1955, Änderung",613 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00613/index.shtml,XXIII,XXIII_613dB
19.06.2008,BUA,"Rechtsanwaltstarifgesetz, Änderung",583 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00583/index.shtml,XXIII,XXIII_583dB
19.06.2008,BUA,"Bundesgesetz über die Beschäftigung von Kindern und Jugendlichen, Änderung",576 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00576/index.shtml,XXIII,XXIII_576dB
19.06.2008,RV,"Justizbetreuungsagentur-Gesetz – JBA-G; Gesundheits- und Krankenpflegegesetz, MTD-Gesetz, Änderung",555 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00555/index.shtml,XXIII,XXIII_555dB
19.06.2008,RV,Musiktherapiegesetz - MuthG,552 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00552/index.shtml,XXIII,XXIII_552dB
19.06.2008,RV,Schenkungsmeldegesetz 2008,549 d.B. und Zu 549 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00549/index.shtml,XXIII,XXIII_549dBundZu549dB
19.06.2008,RV,OeAD-Gesetz – OeADG,544 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00544/index.shtml,XXIII,XXIII_544dB
19.06.2008,RV,Sozialversicherungs-Änderungsgesetz 2008 - SVÄG 2008,543 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00543/index.shtml,XXIII,XXIII_543dB
19.06.2008,RV,Grundbuchs-Novelle 2008 – GB-Nov 2008,542 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00542/index.shtml,XXIII,XXIII_542dB
19.06.2008,RV,"Bundes-Gleichbehandlungsgesetz, Änderung",541 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00541/index.shtml,XXIII,XXIII_541dB
19.06.2008,RV,"EWR-Psychotherapiegesetz, Änderung (EWR-PthG-Novelle 2008)",540 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00540/index.shtml,XXIII,XXIII_540dB
19.06.2008,RV,"EWR-Psychologengesetz, Änderung (EWR-PG-Novelle 2008)",539 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00539/index.shtml,XXIII,XXIII_539dB
19.06.2008,RV,Zwischenstaatlicher Luftverkehr,538 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00538/index.shtml,XXIII,XXIII_538dB
19.06.2008,RV,"Luftfahrtgesetz, Änderung",537 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00537/index.shtml,XXIII,XXIII_537dB
19.06.2008,RV,"Arbeitsmarktpolitik-Finanzierungsgesetz, Änderung",524 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00524/index.shtml,XXIII,XXIII_524dB
19.06.2008,RV,AuftraggeberInnen-Haftungsgesetz,523 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00523/index.shtml,XXIII,XXIII_523dB
19.06.2008,RV,"Berufsausbildungsgesetz, Arbeitsmarktservicegesetz u.a., Änderung",505 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00505/index.shtml,XXIII,XXIII_505dB
19.06.2008,RV,"Gleichbehandlungsgesetz, Bundesgesetz über die Gleichbehandlungskommission und die Gleichbehandlungsanwaltschaft, Änderung",415 d.B.,https://www.parlament.gv.at/PAKT/VHG/XXIII/I/I_00415/index.shtml,XXIII,XXIII_415dB
19.06.2008,A,"Landeslehrer-Dienstrechtsgesetz, Änderung",800/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00800/index.shtml,XXIII,XXIII_800A
19.06.2008,A,"Landeslehrer-Dienstrechtsgesetz, Änderung",799/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00799/index.shtml,XXIII,XXIII_799A
19.06.2008,A,"Beamten-Dienstrechtsgesetz 1979, Änderung",798/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00798/index.shtml,XXIII,XXIII_798A
19.06.2008,A,"Beamten-Dienstrechtsgesetz 1979, Änderung",797/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00797/index.shtml,XXIII,XXIII_797A
19.06.2008,A,"Entschädigungsfondsgesetz, Änderung",589/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00589/index.shtml,XXIII,XXIII_589A
19.06.2008,A,"Nachhilfeunterrichtsgesetz, Änderung",301/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00301/index.shtml,XXIII,XXIII_301A
19.06.2008,A,"Volksgruppengesetz, Änderung",263/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00263/index.shtml,XXIII,XXIII_263A
17.06.2008,A,"Allgemeines Sozialversicherungsgesetz, Gewerbliche Sozialversicherungsgesetz u.a., Änderung",599/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00599/index.shtml,XXIII,XXIII_599A
17.06.2008,A,"Bundespflegegeldgesetz, Änderung",450/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00450/index.shtml,XXIII,XXIII_450A
07.06.2008,A,"Geschäftsordnungsgesetz, Änderung",824/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00824/index.shtml,XXIII,XXIII_824A
07.06.2008,A,"Reisegebührenvorschrift, Änderung",802/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00802/index.shtml,XXIII,XXIII_802A
07.06.2008,A,"Bundesverfassungsgesetz über die Begrenzung von Bezügen öffentlicher Funktionäre, Änderung",786/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00786/index.shtml,XXIII,XXIII_786A
06.06.2008,A,"Entschädigungsfondsgesetz, Änderung",588/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00588/index.shtml,XXIII,XXIII_588A
05.06.2008,A,"Arbeitsmarktpolitik-Finanzierungsgesetz, Änderung",714/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00714/index.shtml,XXIII,XXIII_714A
05.06.2008,A,"Geschäftsordnungsgesetz 1975, Änderung",682/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00682/index.shtml,XXIII,XXIII_682A
05.06.2008,A,"Arbeitslosenversicherungsgesetz, Änderung",621/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00621/index.shtml,XXIII,XXIII_621A
04.06.2008,A,"Einkommensteuergesetz 1988, Änderung",683/A,https://www.parlament.gv.at/PAKT/VHG/XXIII/A/A_00683/index.shtml,XXIII,XXIII_683A
